contig,length
contig_11540,8591
contig_11541,10272
contig_11542,9220
contig_11543,3478
contig_11544,897
contig_11545,4884
contig_11546,9134
contig_11547,8493
contig_11548,2385
contig_11549,3388
contig_1155,503
contig_11550,3761
contig_11551,580
contig_11552,2563
contig_11554,8355
contig_11555,18353
contig_11557,2200
contig_11558,16325
contig_11559,10079
contig_11560,2648
contig_11561,590
contig_11562,19009
contig_11563,6278
contig_11564,49177
contig_11565,4599
contig_11566,2277
contig_11567,5118
contig_11568,697
contig_11569,1847
contig_1157,1576
contig_11570,949
contig_11571,4780
contig_11572,2964
contig_11574,7663
contig_11575,1706
contig_11576,5521
contig_11577,11480
contig_11578,4285
contig_11579,5898
contig_11580,15461
contig_11581,7505
contig_11582,7450
contig_11583,35991
contig_11584,10418
contig_11585,5478
contig_11587,9573
contig_11588,18208
contig_11590,7877
contig_11591,2481
contig_11592,14075
contig_11594,8865
contig_11595,6477
contig_11596,680
contig_11597,20371
contig_11598,15718
contig_11599,4232
contig_116,40264
contig_1160,829
contig_11600,14477
contig_11601,3326
contig_11602,677
contig_11603,4503
contig_11604,11485
contig_11605,5831
contig_11606,10268
contig_11607,2484
contig_11608,5106
contig_11609,5576
contig_11610,12846
contig_11611,7964
contig_11612,3359
contig_11614,4046
contig_11615,5575
contig_11616,3838
contig_11617,3341
contig_11618,9975
contig_11619,5814
contig_11620,4575
contig_11621,4127
contig_11622,13546
contig_11623,9741
contig_11624,5194
contig_11625,3224
contig_11626,4701
contig_11627,4706
contig_11628,18807
contig_11629,3446
contig_11630,6377
contig_11631,12689
contig_11632,4696
contig_11633,31020
contig_11634,12157
contig_11635,10237
contig_11636,9150
contig_11637,5002
contig_11638,12091
contig_11639,8557
contig_11640,8542
contig_11641,3827
contig_11642,9735
contig_11643,10113
contig_11644,7240
contig_11645,14360
contig_11646,5824
contig_11648,2336
contig_11649,8258
contig_1165,2623
contig_11650,659987
contig_11651,10113
contig_11652,21824
contig_11653,5561
contig_11654,7491
contig_11655,12951
contig_11656,5022
contig_11657,3736
contig_11658,1036
contig_11659,6105
contig_11660,5515
contig_11661,6294
contig_11663,4726
contig_11664,3942
contig_11665,4674
contig_11666,12615
contig_11667,2478
contig_11668,2735
contig_11669,6270
contig_11671,3646
contig_11672,5299
contig_11673,15374
contig_11674,10571
contig_11675,11303
contig_11676,15477
contig_11677,9795
contig_11678,14993
contig_11679,24647
contig_1168,884
contig_11680,17658
contig_11681,17278
contig_11682,10321
contig_11684,12434
contig_11685,8863
contig_11686,4759
contig_11687,8650
contig_11689,3357
contig_1169,606
contig_11690,2953
contig_11691,2168
contig_11692,6478
contig_11693,4146
contig_11694,954
contig_11695,2138
contig_11696,3458
contig_11697,578
contig_11698,32957
contig_11699,4665
contig_117,16764
contig_11700,9514
contig_11701,2526
contig_11702,13028
contig_11703,8954
contig_11704,5455
contig_11705,879
contig_11706,18838
contig_11707,4478
contig_11708,8225
contig_11709,3865
contig_11710,12080
contig_11711,2426
contig_11712,3515
contig_11713,3168
contig_11714,4320
contig_11715,16649
contig_11716,954
contig_11717,614
contig_11718,4605
contig_11719,5062
contig_11720,11489
contig_11721,4285
contig_11722,2601
contig_11723,3727
contig_11724,14921
contig_11725,15993
contig_11726,16474
contig_11727,3480
contig_11728,3170
contig_11729,5839
contig_1173,26
contig_11730,8299
contig_11731,8815
contig_11732,12376
contig_11733,35344
contig_11734,10062
contig_11735,3765
contig_11736,6315
contig_11737,4655
contig_11738,3613
contig_11739,13084
contig_1174,531
contig_11740,2730
contig_11741,6789
contig_11742,9629
contig_11743,16490
contig_11744,9509
contig_11745,3006
contig_11746,7469
contig_11747,9122
contig_11748,3890
contig_11749,2133
contig_1175,539
contig_11750,6129
contig_11751,9880
contig_11752,2990
contig_11753,925
contig_11754,6084
contig_11755,18446
contig_11756,2204
contig_11757,2226
contig_11758,4684
contig_11759,5395
contig_11760,5069
contig_11761,12993
contig_11762,5677
contig_11763,5014
contig_11764,26623
contig_11765,4721
contig_11766,3376
contig_11767,4239
contig_11768,5821
contig_11769,11050
contig_1177,1330
contig_11770,3994
contig_11771,3794
contig_11772,6927
contig_11773,3023
contig_11774,3363
contig_11775,3570
contig_11776,972
contig_11777,3559
contig_11778,512
contig_11779,1571
contig_11780,2514
contig_11781,4268
contig_11782,6931
contig_11783,4284
contig_11784,6125
contig_11785,4680
contig_11786,2186
contig_11787,658
contig_11788,4308
contig_11789,2297
contig_1179,646
contig_11790,10311
contig_11791,2875
contig_11792,1512
contig_11793,5912
contig_11794,11386
contig_11795,4020
contig_11796,9180
contig_11797,7085
contig_11798,3412
contig_11799,5663
contig_118,12843
contig_1180,5501
contig_11800,2765
contig_11801,2669
contig_11802,10455
contig_11803,2342
contig_11804,6832
contig_11805,27785
contig_11806,11962
contig_11807,9863
contig_11808,4681
contig_11809,3055
contig_1181,1950
contig_11810,3305
contig_11812,3586
contig_11813,6135
contig_11814,7369
contig_11815,77950
contig_11816,5403
contig_11817,76915
contig_11818,3537
contig_11819,6092
contig_11820,10536
contig_11821,9636
contig_11822,20863
contig_11823,13073
contig_11824,10289
contig_11825,8036
contig_11826,2059
contig_11827,16908
contig_11828,897
contig_11829,9148
contig_1183,1284
contig_11831,9571
contig_11832,809
contig_11833,601
contig_11837,517
contig_11839,19404
contig_11840,45804
contig_11841,1097
contig_11842,18932
contig_11843,502
contig_11844,504
contig_11845,1116
contig_11847,13484
contig_11848,4479
contig_11849,4646
contig_1185,834
contig_11850,3473
contig_11851,1871
contig_11852,3986
contig_11853,990
contig_11854,2947
contig_11855,8595
contig_11856,2384
contig_11858,5379
contig_11859,7473
contig_1186,1521
contig_11860,2654
contig_11861,16447
contig_11862,3047
contig_11863,2829
contig_11864,6651
contig_11865,4347
contig_11866,791
contig_11867,633
contig_11868,1193
contig_11869,4256
contig_1187,520
contig_11870,1028
contig_11871,2502
contig_11872,637
contig_11873,2060
contig_11874,1116
contig_11875,416179
contig_11876,4895
contig_11877,10688
contig_11879,2722
contig_1188,666
contig_11880,4901
contig_11881,4588
contig_11882,10355
contig_11883,2806
contig_11884,95030
contig_11885,613
contig_11886,673
contig_11887,1160
contig_11888,1091
contig_11889,1338
contig_1189,1004
contig_11890,2048
contig_11891,4623
contig_11892,3077
contig_11893,4076
contig_11894,11579
contig_11895,6810
contig_11896,14924
contig_11897,19055
contig_11898,5062
contig_11899,2124
contig_119,17724
contig_1190,2362
contig_11902,1848
contig_11903,2368
contig_11904,9631
contig_11905,2225
contig_11906,7152
contig_11907,5736
contig_11908,10914
contig_11909,4033
contig_11910,9985
contig_11911,8133
contig_11912,9718
contig_11913,643
contig_11914,156266
contig_11915,2149
contig_11916,5073
contig_11917,5812
contig_11918,4166
contig_11919,3401
contig_1192,1736
contig_11920,4301
contig_11921,83905
contig_11922,5480
contig_11923,6585
contig_11924,7892
contig_11925,7222
contig_11927,20134
contig_11928,2017
contig_11929,2602
contig_1193,608
contig_11930,6017
contig_11931,4839
contig_11932,4563
contig_11933,2504
contig_11934,2323
contig_11935,3452
contig_11936,716
contig_11937,10825
contig_1194,1851
contig_11940,2518
contig_11943,7364
contig_11944,4177
contig_11945,8100
contig_11946,11226
contig_11947,4461
contig_11948,7554
contig_11949,18239
contig_1195,988
contig_11950,19244
contig_11951,8185
contig_11952,17518
contig_11953,1338
contig_11954,2732
contig_11955,4266
contig_11956,8257
contig_11957,2655
contig_11958,18973
contig_11959,6218
contig_1196,767
contig_11961,11416
contig_11962,6669
contig_11963,23916
contig_11964,2684
contig_11965,10575
contig_11966,5716
contig_11967,28390
contig_11968,4161
contig_11969,48431
contig_11971,8547
contig_11972,6304
contig_11973,2957
contig_11974,3044
contig_11975,8166
contig_11976,15373
contig_11977,16967
contig_11978,4524
contig_11979,2736
contig_1198,1096
contig_11980,2548
contig_11981,63416
contig_11982,4687
contig_11983,10480
contig_11984,13749
contig_11985,3497
contig_11986,5682
contig_11987,11577
contig_11988,11109
contig_11989,4140
contig_11990,4418
contig_11991,65122
contig_11992,6314
contig_11993,13057
contig_11994,8564
contig_11995,31976
contig_11997,954
contig_11998,9472
contig_11999,9253
contig_120,11847
contig_1200,817
contig_12000,8441
contig_12001,10366
contig_12002,9655
contig_12003,9341
contig_12004,2996
contig_12005,4490
contig_12006,33680
contig_12007,15153
contig_12008,16529
contig_12009,3111
contig_1201,897
contig_12010,6048
contig_12011,5030
contig_12012,612
contig_12013,816
contig_12014,4324
contig_12015,9559
contig_12016,3884
contig_12017,4897
contig_12018,8387
contig_12019,4092
contig_1202,566
contig_12020,15853
contig_12021,8842
contig_12022,2913
contig_12023,2359
contig_12024,4992
contig_12025,4645
contig_12026,10639
contig_12027,724
contig_12028,3862
contig_12029,6923
contig_1203,538
contig_12030,11155
contig_12031,8477
contig_12032,5092
contig_12033,3467
contig_12034,2334
contig_12035,3949
contig_12036,4942
contig_12037,1116
contig_12038,3581
contig_12039,1976
contig_1204,19
contig_12041,8427
contig_12042,6382
contig_12043,6363
contig_12044,2543
contig_12045,4437
contig_12046,5861
contig_12047,13519
contig_12048,12404
contig_12049,7821
contig_1205,2200
contig_12050,11314
contig_12051,2857
contig_12052,4147
contig_12053,1216
contig_12054,13095
contig_12055,7742
contig_12056,13123
contig_12057,9471
contig_12058,6682
contig_12059,7788
contig_1206,806
contig_12060,2844
contig_12061,5727
contig_12062,3733
contig_12063,3839
contig_12064,2212
contig_12065,5140
contig_12066,19604
contig_12067,16082
contig_12068,7606
contig_12069,4318
contig_1207,4274
contig_12070,5963
contig_12071,5380
contig_12072,4713
contig_12073,2902
contig_12074,27324
contig_12076,2267
contig_12077,11003
contig_12078,19909
contig_12079,13420
contig_1208,311
contig_12081,31314
contig_12082,4279
contig_12083,16515
contig_12084,2450
contig_12085,6626
contig_12086,8955
contig_12087,16858
contig_12088,33686
contig_12089,3154
contig_1209,1379
contig_12090,2355
contig_12091,15919
contig_12092,6331
contig_12093,2098
contig_12094,25549
contig_12095,11826
contig_12096,4456
contig_12097,6473
contig_12098,8420
contig_12099,4422
contig_121,11678
contig_1210,1036
contig_12100,6680
contig_12101,5351
contig_12102,14147
contig_12103,13735
contig_12104,12254
contig_12105,13358
contig_12106,5729
contig_12107,5380
contig_12108,6153
contig_12109,2763
contig_12110,4713
contig_12111,3316
contig_12112,4714
contig_12113,9050
contig_12114,4559
contig_12115,2878
contig_12116,20284
contig_12117,6054
contig_12118,614
contig_12119,6602
contig_1212,2259
contig_12120,6986
contig_12121,8404
contig_12122,11849
contig_12123,5744
contig_12124,7873
contig_12125,4919
contig_12126,5664
contig_12127,5561
contig_12128,2689
contig_12129,7612
contig_12130,5626
contig_12131,82885
contig_12136,2237
contig_12138,537
contig_12139,14765
contig_12141,13649
contig_12142,7809
contig_12143,15714
contig_12144,2177
contig_12145,4987
contig_12146,5982
contig_12147,3940
contig_12148,3137
contig_12149,3254
contig_1215,555
contig_12150,4336
contig_12151,10441
contig_12152,6007
contig_12153,36368
contig_12154,10659
contig_12155,4340
contig_12156,4322
contig_12157,2858
contig_12158,8643
contig_12159,41497
contig_12160,5268
contig_12161,4678
contig_12162,4366
contig_12163,2616
contig_12164,15204
contig_12165,3259
contig_12166,6672
contig_12167,5577
contig_12168,4604
contig_12169,36589
contig_1217,1636
contig_12170,3328
contig_12171,7619
contig_12172,6353
contig_12173,15870
contig_12174,22250
contig_12175,7283
contig_12176,2939
contig_12177,37001
contig_12178,9735
contig_12180,3126
contig_12181,5458
contig_12182,2380
contig_12183,2281
contig_12184,4451
contig_12185,5664
contig_12186,7255
contig_12187,9017
contig_12188,7200
contig_12189,13423
contig_1219,751
contig_12193,13919
contig_12195,4962
contig_12196,11921
contig_12197,11623
contig_12198,9676
contig_1220,1390
contig_12200,6025
contig_12201,7590
contig_12203,31108
contig_12204,3620
contig_12205,3893
contig_12206,4324
contig_12207,11720
contig_12208,8590
contig_12209,10618
contig_1221,608
contig_12210,4101
contig_12211,7962
contig_12212,1062
contig_12213,3838
contig_12214,6959
contig_12215,1922
contig_12216,4820
contig_12217,7956
contig_12218,6920
contig_12219,3139
contig_1222,1145
contig_12220,1131
contig_12221,3939
contig_12222,6969
contig_12223,11370
contig_12224,9082
contig_12225,4911
contig_12226,2985
contig_12227,2420
contig_12228,5491
contig_12229,3896
contig_1223,670
contig_12230,7968
contig_12231,12204
contig_12232,6281
contig_12233,3422
contig_12234,12586
contig_12235,8655
contig_12236,6586
contig_12237,11184
contig_12238,18757
contig_12239,5542
contig_1224,2786
contig_12240,12563
contig_12241,4452
contig_12242,4024
contig_12243,2102
contig_12244,104010
contig_12245,3455
contig_12246,2809
contig_12247,2551
contig_12248,7591
contig_12249,2905
contig_1225,2286
contig_12250,5854
contig_12251,1243
contig_12252,28422
contig_12253,2953
contig_12254,4776
contig_12255,2995
contig_12256,10589
contig_12257,27238
contig_12258,3241
contig_12259,5375
contig_12260,3052
contig_12261,10841
contig_12262,11504
contig_12263,3050
contig_12264,14527
contig_12265,6636
contig_12266,4218
contig_12267,577
contig_12268,9333
contig_12269,5020
contig_1227,2422
contig_12270,2216
contig_12271,14079
contig_12272,8555
contig_12273,3679
contig_12274,7361
contig_12275,3512
contig_12276,2591
contig_12277,3718
contig_12278,4157
contig_12279,339708
contig_12280,13389
contig_12281,8292
contig_12282,5917
contig_12283,7190
contig_12284,5358
contig_12285,4576
contig_12286,3614
contig_12287,22273
contig_12288,7497
contig_12289,9242
contig_12290,2350
contig_12291,13265
contig_12292,3030
contig_12293,7457
contig_12294,9932
contig_12295,3087
contig_12296,7947
contig_12297,563
contig_12298,4098
contig_12299,9048
contig_123,70332
contig_12300,17417
contig_12301,3120
contig_12302,74754
contig_12303,18661
contig_12304,4150
contig_12305,2521
contig_12306,28204
contig_12307,5973
contig_12308,3259
contig_12309,9873
contig_1231,3257
contig_12310,11561
contig_12311,5526
contig_12312,7114
contig_12313,4324
contig_12314,8529
contig_12315,6156
contig_12316,643
contig_12317,9105
